df_test.url_id,predicted,
5954,2320,2300
5957,1220,1200
5965,2520,2500
5974,1520,1500
5976,1420,1400
5983,4220,4200
5989,3120,3100
6001,2620,2600
6003,1320,1300
6004,2120,2100
6005,1220,1200
6006,1920,1900
6007,2120,2100
6016,3320,3300
6018,1220,1200
6027,2820,2800
6028,3220,3200
6036,4620,4600
6037,2020,2000
6042,1720,1700
6048,2320,2300
6060,1620,1600
6076,1120,1100
6086,4520,4500
6094,1920,1900
6100,2320,2300
6103,1120,1100
6108,1920,1900
6112,2420,2400
6120,41720,41700
6124,3020,3000
6128,12620,12600
6130,926,906
6134,6920,6900
6137,809,789
6140,1010,990
6144,6420,6400
6145,2120,2100
6150,988,968
6157,15020,15000
6160,1120,1100
6161,1320,1300
6164,1420,1400
6168,1420,1400
6176,1020,1000
6177,1320,1300
6180,933,913
6182,7620,7600
6189,1820,1800
6190,2920,2900
6195,2820,2800
6199,1620,1600
6200,1720,1700
6201,1120,1100
6210,4620,4600
6216,25020,25000
6218,2920,2900
6221,1520,1500
6226,1720,1700
6227,946,926
6234,1320,1300
6235,3520,3500
6238,1009,989
6242,1520,1500
6247,2520,2500
6250,1020,1000
6251,1020,1000
6252,1420,1400
6262,2820,2800
6263,4120,4100
6264,1620,1600
6267,4920,4900
6268,1020,1000
6269,3520,3500
6271,1220,1200
6272,762,742
6277,1720,1700
6284,1720,1700
6294,1420,1400
6296,3820,3800
6297,3420,3400
6302,3020,3000
6303,1220,1200
6308,747,727
6311,1320,1300
6312,11120,11100
6314,1820,1800
6322,1520,1500
6323,19120,19100
6324,1520,1500
6326,1920,1900
6329,1620,1600
6332,894,874
6335,8620,8600
6339,2320,2300
6343,18120,18100
6349,2120,2100
6353,1820,1800
6355,2920,2900
6361,1320,1300
6364,2120,2100
6372,2120,2100
6373,2220,2200
6375,2420,2400
6379,7320,7300
6390,1920,1900
6393,1520,1500
6394,1720,1700
6398,1220,1200
6399,4020,4000
6403,5220,5200
6405,6520,6500
6413,2120,2100
6415,2620,2600
6417,8120,8100
6418,1520,1500
6420,1820,1800
6421,1920,1900
6424,959,939
6425,1012,992
6427,1520,1500
6434,28220,28200
6435,1120,1100
6438,2920,2900
6442,814,794
6443,1120,1100
6447,946,926
6448,1720,1700
6451,760,740
6452,3020,3000
6455,28920,28900
6456,1320,1300
6459,12220,12200
6463,1320,1300
6475,30220,30200
6476,1220,1200
6480,4720,4700
6497,1920,1900
6499,990,970
6501,838,818
6504,1420,1400
6509,1820,1800
6512,1220,1200
6513,1320,1300
6515,1520,1500
6543,1620,1600
6550,1520,1500
6551,5020,5000
6554,1120,1100
6556,2620,2600
6558,61520,61500
6560,1320,1300
6561,1720,1700
6564,1120,1100
6569,3520,3500
6572,3420,3400
6575,1220,1200
6579,1920,1900
6608,706,686
6609,852,832
6611,3920,3900
6612,2820,2800
6613,9120,9100
6614,11920,11900
6620,2020,2000
6622,4220,4200
6624,9020,9000
6629,847,827
6631,3220,3200
6632,1320,1300
6633,1020,1000
6640,2520,2500
6641,1820,1800
6647,3220,3200
6649,1220,1200
6652,6220,6200
6655,2720,2700
6658,1320,1300
6660,1120,1100
6666,1420,1400
6668,2320,2300
6672,1420,1400
6679,732,712
6681,3220,3200
6682,1520,1500
6683,1420,1400
6684,1120,1100
6689,660,640
6696,2320,2300
6698,944,924
6699,13520,13500
6702,1920,1900
6705,727,707
6710,1520,1500
6714,8420,8400
6716,2020,2000
6722,1220,1200
6724,2820,2800
6728,2820,2800
6729,1520,1500
6730,1006,986
6731,11020,11000
6734,3720,3700
6739,6820,6800
6741,842,822
6743,1220,1200
6744,3520,3500
6745,888,868
6748,1420,1400
6757,947,927
6758,5420,5400
6759,10320,10300
6763,3720,3700
6768,1520,1500
6771,3520,3500
6773,2120,2100
6775,6720,6700
6777,2820,2800
6779,467,447
6783,521,501
6785,1420,1400
6789,667,647
6790,1320,1300
6793,881,861
6794,940,920
6796,1920,1900
6801,1520,1500
6803,1820,1800
6805,12520,12500
6806,816,796
6812,2320,2300
6815,695,675
6816,1020,1000
6819,1620,1600
6824,894,874
6828,832,812
6829,954,934
6834,1420,1400
6836,1020,1000
6851,1420,1400
6853,586,566
6856,1120,1100
6860,1020,1000
6861,550,530
6871,3520,3500
6875,3820,3800
6880,1120,1100
6887,551,531
6888,523,503
6891,750,730
6892,3020,3000
6894,1620,1600
6895,25120,25100
6902,3720,3700
6905,699,679
6908,6620,6600
6914,3020,3000
6915,805,785
6921,604,584
6923,704,684
6944,706,686
6945,1420,1400
6946,1020,1000
6947,1920,1900
6951,1220,1200
6956,8020,8000
6963,1320,1300
6969,591,571
6971,1520,1500
6981,4720,4700
6984,1120,1100
6989,2920,2900
6993,2620,2600
6994,1020,1000
6996,563,543
7004,1220,1200
7006,7820,7800
7007,2320,2300
7009,1720,1700
7011,960,940
7013,787,767
7015,884,864
7027,1011,991
7032,9520,9500
7036,9120,9100
7042,1720,1700
7044,1320,1300
7048,1120,1100
7053,1420,1400
7054,840,820
7061,2920,2900
7066,1520,1500
7070,952,932
7076,2020,2000
7079,2820,2800
7081,24020,24000
7082,4820,4800
7087,722,702
7088,2420,2400
7089,1820,1800
7092,1520,1500
7098,2120,2100
7099,2220,2200
7100,7920,7900
7101,852,832
7102,2720,2700
7104,5220,5200
7108,772,752
7110,4220,4200
7111,695,675
7112,914,894
7116,1920,1900
7117,2120,2100
7118,718,698
7119,666,646
7129,1820,1800
7131,632,612
7134,1720,1700
7135,1020,1000
7137,1018,998
7144,2720,2700
7146,558,538
7148,833,813
7149,668,648
7154,703,683
7156,736,716
7157,703,683
7160,1020,1000
7165,2220,2200
7166,1920,1900
7169,4620,4600
7180,1520,1500
7181,3020,3000
7182,1120,1100
7185,974,954
7188,764,744
7195,1720,1700
7196,730,710
7200,456,436
7204,1320,1300
7208,3220,3200
7209,6020,6000
7210,690,670
7212,595,575
7217,1120,1100
7220,3020,3000
7221,2420,2400
7225,97220,97200
7235,473,453
7237,1020,1000
7239,2020,2000
7242,777,757
7244,893,873
7245,643,623
7246,3120,3100
7250,777,757
7252,606,586
7257,718,698
7259,793,773
7265,583,563
7275,132,112
7280,8020,8000
7283,3320,3300
7287,6820,6800
7296,2020,2000
7301,599,579
7308,1920,1900
7314,803,783
7320,4220,4200
7322,3120,3100
7324,820,800
7325,728,708
7328,697,677
7331,3520,3500
7335,2120,2100
7340,762,742
7344,2220,2200
7346,1020,1000
7347,12720,12700
7351,668,648
7355,854,834
7356,901,881
7359,2620,2600
7362,619,599
7365,12520,12500
7368,983,963
7369,1620,1600
7370,1620,1600
7371,1820,1800
7372,1120,1100
7374,604,584
7376,6320,6300
7377,7620,7600
7378,1720,1700
7380,701,681
7383,933,913
7390,760,740
7397,2220,2200
7399,823,803
7403,2720,2700
7409,648,628
7413,2620,2600
7420,10020,10000
7421,2420,2400
7428,3020,3000
7430,1020,1000
7431,910,890
7439,2320,2300
7445,2120,2100
7446,1620,1600
7458,5020,5000
7462,2220,2200
7463,1520,1500
7465,3120,3100
7467,3220,3200
7470,4220,4200
7472,2120,2100
7473,1420,1400
7475,1720,1700
7476,834,814
7478,2520,2500
7479,1120,1100
7480,61620,61600
7483,3620,3600
7491,2120,2100
7497,915,895
7499,5820,5800
7508,1020,1000
7515,746,726
7518,1620,1600
7519,4320,4300
7525,927,907
7529,1120,1100
7533,3420,3400
7535,21520,21500
7538,882,862
7541,818,798
7542,2420,2400
7553,824,804
7554,858,838
7557,2720,2700
7560,11720,11700
7563,567,547
7571,549,529
7584,619,599
7585,3920,3900
7591,1020,1000
7593,5720,5700
7606,2420,2400
7609,860,840
7613,2120,2100
7616,1220,1200
7620,483,463
7621,4020,4000
7624,4820,4800
7630,1520,1500
7634,946,926
7635,585,565
7636,3420,3400
7637,940,920
7642,1220,1200
7644,1120,1100
7645,2520,2500
7649,1620,1600
7653,14720,14700
7655,616,596
7663,386,366
7664,253,233
7672,3920,3900
7677,625,605
7684,840,820
7690,805,785
7693,4820,4800
7703,3420,3400
7704,15020,15000
7716,225,205
7724,5220,5200
7726,235,215
7731,170,150
7732,3820,3800
7737,1320,1300
7745,9020,9000
7751,445,425
7752,2320,2300
7758,1220,1200
7759,5420,5400
7760,2020,2000
7767,211,191
7768,1120,1100
7773,241,221
7779,407,387
7789,848,828
7790,620,600
7791,441,421
7796,933,913
7801,3120,3100
7802,1520,1500
7811,1820,1800
7812,2520,2500
7819,261,241
7820,319,299
7829,506,486
7833,3820,3800
7836,1420,1400
7840,1520,1500
7841,1220,1200
7843,2620,2600
7844,1420,1400
7854,648,628
7858,877,857
7879,835,815
7881,1420,1400
7883,282,262
7887,1020,1000
7889,1120,1100
7894,2420,2400
7895,2120,2100
7899,260,240
7902,4320,4300
7903,5620,5600
7904,1120,1100
7905,10720,10700
7907,2520,2500
7913,1920,1900
7916,608,588
7918,1120,1100
7920,1320,1300
7921,953,933
7923,640,620
7926,965,945
7927,1008,988
7933,3520,3500
7934,104,84
7951,935,915
7952,1220,1200
7956,5420,5400
7958,1320,1300
7962,4820,4800
7963,2220,2200
7971,923,903
7974,5320,5300
7978,775,755
7982,1720,1700
7984,4720,4700
7987,895,875
7989,920,900
7992,1120,1100
7995,4520,4500
7997,1020,1000
8004,4220,4200
8006,2020,2000
8007,4420,4400
8014,23820,23800
8019,937,917
8023,6020,6000
8025,1720,1700
8027,648,628
8029,221,201
8033,1820,1800
8034,5620,5600
8038,118720,118700
8040,2220,2200
8043,1011,991
8046,866,846
8052,1120,1100
8055,1420,1400
8056,1120,1100
8067,1620,1600
8075,4220,4200
8078,1620,1600
8080,1220,1200
8084,1220,1200
8085,31520,31500
8086,2520,2500
8090,984,964
8097,673,653
8098,2820,2800
8103,1620,1600
8109,276,256
8111,2520,2500
8117,2320,2300
8121,3520,3500
8123,4920,4900
8125,601,581
8132,4120,4100
8136,710,690
8145,1620,1600
8146,18220,18200
8150,413,393
8152,2720,2700
8156,875,855
8159,1320,1300
8163,6520,6500
8164,16320,16300
8167,630,610
8172,812,792
8173,2420,2400
8178,1520,1500
8179,562,542
8182,180,160
8183,775,755
8184,1620,1600
8192,732,712
8201,620,600
8209,865,845
8211,4920,4900
8215,788,768
8221,1420,1400
8222,1120,1100
8224,721,701
8226,2120,2100
8233,5720,5700
8235,689,669
8239,1420,1400
8243,708,688
8248,683,663
8249,398,378
8255,5320,5300
8259,1720,1700
8263,2120,2100
8278,590,570
8279,944,924
8280,889,869
8281,4520,4500
8285,1120,1100
8292,59020,59000
8301,930,910
8303,1320,1300
8306,329,309
8320,924,904
8325,2720,2700
8335,4820,4800
8337,2220,2200
8340,3420,3400
8343,597,577
8346,3120,3100
8350,1220,1200
8356,893,873
8361,2320,2300
8365,866,846
8369,2420,2400
8371,1000,980
8374,216,196
8376,841,821
8377,437,417
8379,15420,15400
8382,676,656
8384,2620,2600
8385,106,86
8386,3020,3000
8391,666,646
8400,1420,1400
8401,745,725
8411,139,119
8414,1120,1100
8417,3620,3600
8420,795,775
8429,1920,1900
8431,5020,5000
8432,1620,1600
8433,4420,4400
8438,3320,3300
8442,2420,2400
8446,1520,1500
8450,586,566
8453,959,939
8460,10320,10300
8462,1720,1700
8463,5520,5500
8475,5320,5300
8482,1520,1500
8485,3120,3100
8492,468,448
8493,2520,2500
8496,1120,1100
8497,1120,1100
8498,641,621
8502,1520,1500
8506,1320,1300
8507,659,639
8508,1020,1000
8516,1220,1200
8518,3220,3200
8520,690,670
8525,859,839
8526,2920,2900
8527,4120,4100
8529,1120,1100
8531,42620,42600
8536,9420,9400
8545,2520,2500
8555,554,534
8558,984,964
8560,3420,3400
8561,632,612
8566,2520,2500
8568,4420,4400
8572,30420,30400
8574,2920,2900
8578,817,797
8581,3220,3200
8583,6720,6700
8584,952,932
8585,2020,2000
8587,644,624
8596,3220,3200
8608,115,95
8609,4020,4000
8615,1920,1900
8621,2020,2000
8626,16320,16300
8627,3120,3100
8628,753,733
8630,1007,987
8632,2120,2100
8634,732,712
8638,774,754
8639,1420,1400
8645,1220,1200
8651,3720,3700
8652,568,548
8657,11020,11000
8666,1320,1300
8672,837,817
8675,2820,2800
8678,4220,4200
8681,344,324
8683,2820,2800
8687,4220,4200
8690,1320,1300
8692,2420,2400
8693,1120,1100
8694,122,102
8703,980,960
8712,3920,3900
8716,3220,3200
8721,1420,1400
8725,1020,1000
8732,2020,2000
8735,2320,2300
8736,450,430
8742,366,346
8744,1820,1800
8746,8220,8200
8748,4320,4300
8752,1920,1900
8753,1120,1100
8754,717,697
8758,18220,18200
8767,944,924
8770,3320,3300
8771,677,657
8774,935,915
8776,811,791
8785,504,484
8791,812,792
8795,8820,8800
8798,136,116
8799,10320,10300
8822,6920,6900
8823,4820,4800
8824,1220,1200
8825,963,943
8828,938,918
8831,4020,4000
8833,1018,998
8835,1320,1300
8850,2720,2700
8851,2320,2300
8860,1320,1300
8862,468,448
8864,589,569
8868,2220,2200
8869,1020,1000
8871,1520,1500
8872,12320,12300
8873,1320,1300
8879,4520,4500
8882,2220,2200
8884,1320,1300
8887,7620,7600
8889,1420,1400
8892,6920,6900
8896,1120,1100
8907,1220,1200
8909,1120,1100
8915,642,622
8916,2520,2500
8921,5120,5100
8925,1420,1400
8929,2420,2400
8930,7820,7800
8934,2520,2500
8939,1120,1100
8941,839,819
8942,1420,1400
8945,6520,6500
8949,2320,2300
8951,988,968
8960,1020,1000
8964,1220,1200
8969,1520,1500
8972,649,629
8979,1220,1200
8983,2620,2600
8985,3120,3100
8987,849,829
8989,2520,2500
8991,766,746
8992,833,813
8997,702,682
9002,1220,1200
9004,1220,1200
9006,776,756
9015,677,657
9029,1320,1300
9032,1320,1300
9039,4120,4100
9041,938,918
9042,908,888
9043,16320,16300
9053,1000,980
9060,1820,1800
9063,5520,5500
9067,828,808
9078,825,805
9085,2320,2300
9092,3720,3700
9094,2120,2100
9099,1220,1200
9106,1120,1100
9112,3420,3400
9118,2720,2700
9119,1320,1300
9122,13920,13900
9124,802,782
9126,1920,1900
9130,1220,1200
9132,1020,1000
9135,986,966
9137,2420,2400
9151,13920,13900
9152,1220,1200
9157,1220,1200
9160,1220,1200
9162,188,168
9168,3620,3600
9169,2420,2400
9175,1420,1400
9179,1920,1900
9180,1620,1600
9188,962,942
9193,1420,1400
9198,2420,2400
9206,12220,12200
9216,1120,1100
9222,8720,8700
9224,1520,1500
9225,129,109
9227,928,908
9231,3720,3700
9233,2820,2800
9237,1520,1500
9238,1220,1200
9239,28220,28200
9240,3020,3000
9242,716,696
9243,1520,1500
9244,1220,1200
9249,1720,1700
9254,1019,999
9255,13920,13900
9257,676,656
9259,1220,1200
9261,201,181
9262,6520,6500
9265,499,479
9270,564,544
9272,962,942
9274,2720,2700
9275,657,637
9279,5120,5100
9282,281,261
9286,1920,1900
9291,3620,3600
9297,2620,2600
9303,1320,1300
9304,1720,1700
9305,2320,2300
9309,2220,2200
9313,712,692
9314,523,503
9317,1020,1000
9319,1420,1400
9325,1120,1100
9329,1520,1500
9334,1420,1400
9335,1008,988
9336,874,854
9341,846,826
9344,265,245
9348,1420,1400
9352,2220,2200
9353,643,623
9360,2720,2700
9364,894,874
9369,1720,1700
9373,115,95
9374,460,440
9376,1620,1600
9377,982,962
9378,702,682
9389,4020,4000
9390,960,940
9391,877,857
9393,5320,5300
9394,1220,1200
9396,905,885
9405,206,186
9409,825,805
9416,2920,2900
9421,1720,1700
9424,157,137
9429,1520,1500
9431,3720,3700
9435,36520,36500
9438,1120,1100
9439,102,82
9447,4220,4200
9448,7820,7800
9453,25220,25200
9462,5120,5100
9467,1420,1400
9472,1020,1000
9473,1120,1100
9485,3720,3700
9486,24520,24500
9488,3420,3400
9499,1420,1400
9501,7220,7200
9507,1020,1000
9509,2820,2800
9514,2020,2000
9520,1920,1900
9521,808,788
9525,917,897
9527,789,769
9533,898,878
9536,1520,1500
9548,2620,2600
9557,1720,1700
9559,865,845
9560,591,571
9563,683,663
9564,6320,6300
9572,1520,1500
9578,243,223
9579,1320,1300
9582,2020,2000
9584,1920,1900
9587,1420,1400
9590,14620,14600
9593,3420,3400
9597,3220,3200
9599,1020,1000
9605,1520,1500
9612,1220,1200
9613,4820,4800
9623,623,603
9631,900,880
9632,990,970
9633,992,972
9634,1520,1500
9635,2220,2200
9638,320,300
9643,3520,3500
9644,973,953
9647,2020,2000
9650,924,904
9656,666,646
9660,1220,1200
9662,4320,4300
9665,1520,1500
9676,1320,1300
9681,10320,10300
9683,1720,1700
9684,3920,3900
9690,766,746
9692,1120,1100
9693,853,833
9694,678,658
9695,266,246
9701,858,838
9702,8420,8400
9703,5520,5500
9706,763,743
9712,680,660
9720,6120,6100
9721,671,651
9722,2720,2700
9725,1020,1000
9731,26220,26200
9732,472,452
9736,1420,1400
9738,9320,9300
9743,2820,2800
9745,872,852
9746,513,493
9755,590,570
9756,1820,1800
9758,749,729
9759,286,266
9761,1620,1600
9763,1020,1000
9768,1620,1600
9774,1020,1000
9776,1120,1100
9779,1220,1200
9781,617,597
9785,2520,2500
9787,659,639
9793,1220,1200
9801,2320,2300
9810,1320,1300
9812,735,715
9821,1020,1000
9825,248,228
9828,43120,43100
9837,2220,2200
9839,768,748
9841,866,846
9847,967,947
9848,931,911
9851,1120,1100
9853,160,140
9855,998,978
9860,1520,1500
9861,1320,1300
9862,2520,2500
9864,723,703
9865,4120,4100
9868,1620,1600
9869,1720,1700
9870,1120,1100
9874,2120,2100
9875,14520,14500
9876,4120,4100
9877,944,924
9881,1020,1000
9883,1720,1700
9890,1620,1600
9894,1520,1500
9897,10420,10400
9902,790,770
9903,1020,1000
9904,10720,10700
9905,4720,4700
9913,6020,6000
9916,722,702
9917,2720,2700
9918,599,579
9919,200,180
9921,768,748
9925,659,639
9927,526,506
9932,1820,1800
9933,1720,1700
9934,2220,2200
9935,15020,15000
9937,499,479
9938,624,604
9940,807,787
9942,3820,3800
9948,710,690
9949,3220,3200
9952,1920,1900
9953,1720,1700
9955,634,614
9959,1420,1400
9961,772,752
9966,1220,1200
9970,760,740
9971,1220,1200
9972,496,476
9978,1120,1100
9980,2220,2200
9983,1120,1100
9987,3420,3400
9988,812,792
9989,1620,1600
9991,1820,1800
9992,1220,1200
9993,453,433
9994,1420,1400
9996,1320,1300
9997,1320,1300
10002,1220,1200
10006,164,144
10007,635,615
10013,794,774
10014,517,497
10016,2520,2500
10021,802,782
10022,732,712
10038,2020,2000
10042,6020,6000
10043,2620,2600
10045,4220,4200
10046,16720,16700
10052,926,906
10057,1320,1300
10058,609,589
10062,977,957
10065,1820,1800
10072,3120,3100
10074,1920,1900
10083,1020,1000
10086,916,896
10102,505,485
10110,1620,1600
10111,1120,1100
10117,648,628
10127,1120,1100
10132,1020,1000
10138,933,913
10139,3620,3600
10142,1520,1500
10144,219,199
10149,5420,5400
10156,987,967
10161,689,669
10180,5720,5700
10183,2120,2100
10192,1120,1100
10203,1520,1500
10204,1000,980
10209,1220,1200
10211,2220,2200
10217,1120,1100
10219,765,745
10220,3420,3400
10225,5820,5800
10226,5120,5100
10229,1120,1100
10231,6820,6800
10232,1120,1100
10235,1120,1100
10237,1220,1200
10241,831,811
10242,912,892
10244,1420,1400
10248,1120,1100
10253,846,826
10254,19720,19700
10255,991,971
10257,1420,1400
10263,1120,1100
10267,1012,992
10278,4220,4200
10279,1920,1900
10281,1120,1100
10282,571,551
10287,979,959
10288,831,811
10295,2720,2700
10298,8020,8000
10299,1120,1100
10303,3720,3700
10305,117,97
10306,1220,1200
10309,563,543
10312,3020,3000
10322,930,910
10324,2120,2100
10328,847,827
10333,928,908
10337,1220,1200
10340,3820,3800
10343,764,744
10353,1012,992
10357,1820,1800
10360,106,86
10361,7620,7600
10363,1920,1900
10364,4420,4400
10366,754,734
10368,108,88
10373,1320,1300
10379,62,42
10385,2120,2100
10386,1020,1000
10387,2420,2400
10389,16420,16400
10397,855,835
10399,20820,20800
10402,695,675
10403,2520,2500
10407,1420,1400
10408,928,908
10410,360,340
10413,922,902
10423,83,63
10424,856,836
10429,331,311
10434,558,538
10436,1020,1000
10437,1120,1100
10442,557,537
10450,1220,1200
10452,1220,1200
10456,1320,1300
10462,617,597
10467,77,57
10472,488,468
10480,624,604
10482,583,563
10483,513,493
10488,765,745
10489,1320,1300
10499,1420,1400
10500,2220,2200
10502,1920,1900
10506,3020,3000
10509,15620,15600
10511,957,937
10512,1420,1400
10515,1020,1000
10524,668,648
10525,744,724
10529,18920,18900
10532,4820,4800
10535,582,562
10536,496,476
10541,2320,2300
10544,1320,1300
10553,1620,1600
10554,479,459
10555,2420,2400
10556,1620,1600
10557,3320,3300
10562,2020,2000
10566,1320,1300
10569,1320,1300
10571,2720,2700
10575,961,941
10582,5820,5800
10585,1620,1600
10588,2820,2800
10591,978,958
10596,2120,2100
10599,765,745
10602,3120,3100
10604,1620,1600
10609,53220,53200
10610,6120,6100
10615,1013,993
10617,1620,1600
10623,800,780
10626,5620,5600
10627,662,642
10636,833,813
10637,922,902
10641,9020,9000
10642,2020,2000
10644,3920,3900
10653,715,695
10654,614,594
10658,741,721
10665,3520,3500
10669,759,739
10673,726,706
10677,1220,1200
10681,1220,1200
10699,674,654
10700,2820,2800
10701,520,500
10702,1120,1100
10703,757,737
10705,538,518
10710,1320,1300
10712,947,927
10713,15120,15100
10715,1020,1000
10716,1720,1700
10721,449,429
10723,1220,1200
10725,1120,1100
10730,962,942
10732,821,801
10739,511,491
10741,1220,1200
10743,5320,5300
10746,11920,11900
10754,2020,2000
10760,978,958
10763,3120,3100
10766,1220,1200
10767,953,933
10770,1320,1300
10772,1020,1000
10776,1120,1100
10778,1320,1300
10784,853,833
10785,560,540
10792,1320,1300
10799,3820,3800
10805,2520,2500
10806,555,535
10809,615,595
10810,2920,2900
10813,1016,996
10819,447,427
10824,778,758
10825,39520,39500
10826,872,852
10828,3120,3100
10831,455,435
10834,1120,1100
10835,2720,2700
10842,1020,1000
10848,986,966
10850,982,962
10852,881,861
10857,1420,1400
10858,569,549
10861,994,974
10862,2320,2300
10863,809,789
10868,49520,49500
10870,747,727
10871,938,918
10875,1420,1400
10876,566,546
10877,855,835
10881,1920,1900
10882,552,532
10883,1020,1000
10885,2420,2400
10889,1420,1400
10890,4220,4200
10893,3020,3000
10907,831,811
10910,1020,1000
10917,3620,3600
10932,14020,14000
10933,1220,1200
10935,1220,1200
10940,5920,5900
10953,821,801
10958,4420,4400
10959,1220,1200
10962,2920,2900
10963,1720,1700
10970,5220,5200
10972,3820,3800
10975,2920,2900
10978,578,558
10979,1320,1300
10981,1220,1200
10982,2320,2300
10983,2620,2600
10987,1020,1000
10988,1120,1100
10989,565,545
10996,1320,1300
11004,848,828
11008,4420,4400
11011,1020,1000
11013,914,894
11014,1320,1300
11015,735,715
11016,956,936
11019,4920,4900
11022,1120,1100
11029,457,437
11033,1120,1100
11034,6220,6200
11038,9920,9900
11044,2320,2300
11045,766,746
11046,1220,1200
11049,2120,2100
11056,832,812
11061,1020,1000
11064,748,728
11069,686,666
11070,1420,1400
11072,661,641
11074,1220,1200
11079,857,837
11081,3620,3600
11089,2920,2900
11094,1420,1400
11096,4020,4000
11097,2920,2900
11098,1520,1500
11099,778,758
11100,612,592
11110,860,840
11116,924,904
11118,858,838
11124,721,701
11125,1420,1400
11127,2120,2100
11133,874,854
11147,8420,8400
11154,1420,1400
11160,1020,1000
11165,2520,2500
11172,1420,1400
11173,1120,1100
11178,3220,3200
11182,991,971
11185,717,697
11193,485,465
11195,3720,3700
11197,1820,1800
11201,898,878
11202,694,674
11203,1620,1600
11204,614,594
11205,804,784
11207,2920,2900
11214,47420,47400
11216,753,733
11224,3520,3500
11231,632,612
11239,730,710
11243,38420,38400
11248,670,650
11252,2120,2100
11254,1520,1500
11259,2820,2800
11260,1820,1800
11261,584,564
11265,1007,987
11270,1520,1500
11273,893,873
11277,3720,3700
11280,9120,9100
11284,12420,12400
11291,1220,1200
11292,2920,2900
11297,1620,1600
11298,5520,5500
11300,757,737
11303,580,560
11305,3320,3300
11306,828,808
11310,1620,1600
11311,3220,3200
11313,1920,1900
11315,54120,54100
11318,6320,6300
11319,843,823
11325,2620,2600
11327,1320,1300
11334,665,645
11337,527,507
11340,2920,2900
11341,1320,1300
11347,2320,2300
11350,1001,981
11355,746,726
11357,802,782
11363,1120,1100
11365,792,772
11375,1320,1300
11377,2020,2000
11379,1320,1300
11382,488,468
11383,2220,2200
11389,759,739
11394,735,715
11395,803,783
11396,494,474
11397,1220,1200
11399,407,387
11403,10420,10400
11405,620,600
11411,554,534
11416,17020,17000
11420,1120,1100
11423,1220,1200
11424,695,675
11425,1820,1800
11427,601,581
11429,719,699
11431,2120,2100
11433,2520,2500
11435,747,727
11436,1120,1100
11440,710,690
11444,3120,3100
11448,517,497
11449,3720,3700
11450,1220,1200
11452,1220,1200
11456,862,842
11457,1120,1100
11459,1320,1300
11462,659,639
11465,2520,2500
11467,628,608
11469,4020,4000
11473,2820,2800
11476,1520,1500
11481,568,548
11485,491,471
11487,6120,6100
11488,1220,1200
11495,927,907
11499,754,734
11504,455,435
11506,672,652
11508,541,521
11511,1320,1300
11515,1720,1700
11516,1120,1100
11518,880,860
11521,1220,1200
11522,3020,3000
11523,1120,1100
11528,852,832
11540,553,533
11546,643,623
11547,10020,10000
11548,2120,2100
11549,5020,5000
11554,757,737
11562,3920,3900
11564,961,941
11565,816,796
11566,673,653
11570,648,628
11572,735,715
11573,780,760
11578,707,687
11581,861,841
11587,741,721
11588,591,571
11591,681,661
11596,826,806
11599,2920,2900
11601,936,916
11602,5720,5700
11604,3020,3000
11614,7220,7200
11616,944,924
11619,1220,1200
11621,1001,981
11623,1220,1200
11625,1420,1400
11636,3720,3700
11644,1320,1300
11650,32620,32600
11651,1720,1700
11652,1720,1700
11658,886,866
11659,24920,24900
11661,909,889
11666,1520,1500
11669,9320,9300
11671,10420,10400
11682,764,744
11683,744,724
11688,15420,15400
11690,2420,2400
11694,1820,1800
11696,1520,1500
11697,743,723
11700,1020,1000
11702,3820,3800
11704,2020,2000
11709,1820,1800
11713,997,977
11717,923,903
11720,1620,1600
11721,1820,1800
11724,945,925
11739,1120,1100
11746,508,488
11750,904,884
11754,1120,1100
11755,10320,10300
11763,564,544
11765,817,797
11766,2020,2000
11770,1520,1500
11774,1120,1100
11778,1620,1600
11786,2020,2000
11789,1720,1700
11792,828,808
11797,1620,1600
11798,1620,1600
11805,376,356
11810,5320,5300
11811,1120,1100
11812,1220,1200
11813,4420,4400
11817,1120,1100
11822,1620,1600
11823,1320,1300
11824,3420,3400
11827,734,714
11830,2120,2100
11831,4220,4200
11839,1120,1100
11840,423,403
11841,8420,8400
11844,10920,10900
11848,662,642
11851,1020,1000
11852,1220,1200
11862,1420,1400
11864,743,723
11868,2820,2800
11869,1620,1600
11871,1120,1100
11874,988,968
11879,1520,1500
11880,1120,1100
11881,1520,1500
11882,623,603
11893,1620,1600
11898,891,871
11900,871,851
11901,658,638
11906,1120,1100
11907,4120,4100
11912,17520,17500
11919,616,596
11922,463,443
11929,13120,13100
11944,936,916
11946,718,698
11948,612,592
11952,572,552
11957,17020,17000
11969,3420,3400
11973,676,656
11974,5420,5400
11977,1320,1300
11991,1520,1500
11993,978,958
11994,1120,1100
12004,1120,1100
12005,3520,3500
12009,2420,2400
12011,1020,1000
12016,1820,1800
12018,632,612
12021,1420,1400
12023,833,813
12029,1520,1500
12032,2620,2600
12043,1120,1100
12046,5620,5600
12052,918,898
12055,1220,1200
12056,1320,1300
12062,4820,4800
12064,795,775
12070,11020,11000
12071,2620,2600
12076,723,703
12080,1020,1000
12081,2320,2300
12083,1020,1000
12091,7920,7900
12094,10020,10000
12099,472,452
12104,1220,1200
12105,10420,10400
12107,1020,1000
12111,799,779
12113,805,785
12117,7520,7500
12122,894,874
12124,5620,5600
