df_test.url_id,birthwtPred,predicted
9847,2723.110419,947
9848,5677.88078,911
9851,2723.110419,1100
9853,2723.110419,140
9855,2723.110419,978
9860,2723.110419,1500
9861,2723.110419,1300
9862,2723.110419,2500
9864,2723.110419,703
9865,2723.110419,4100
9868,2723.110419,1600
9869,2723.110419,1700
9870,5677.88078,1100
9874,2723.110419,2100
9875,2723.110419,14500
9876,2723.110419,4100
9877,2723.110419,924
9881,2723.110419,1000
9883,2723.110419,1700
9890,2723.110419,1600
9894,2723.110419,1500
9897,2723.110419,10400
9902,2723.110419,770
9903,2723.110419,1000
9904,5677.88078,10700
9905,5677.88078,4700
9913,2723.110419,6000
9916,5677.88078,702
9917,2723.110419,2700
9918,5677.88078,579
9919,2723.110419,180
9921,2723.110419,748
9925,2723.110419,639
9927,2723.110419,506
9932,2723.110419,1800
9933,5677.88078,1700
9934,2723.110419,2200
9935,2723.110419,15000
9937,2723.110419,479
9938,2723.110419,604
9940,2723.110419,787
9942,2723.110419,3800
9948,2723.110419,690
9949,2723.110419,3200
9952,5677.88078,1900
9953,2723.110419,1700
9955,2723.110419,614
9959,5677.88078,1400
9961,2723.110419,752
9966,2723.110419,1200
9970,2723.110419,740
9971,2723.110419,1200
9972,2723.110419,476
9978,2723.110419,1100
9980,2723.110419,2200
9983,2723.110419,1100
9987,5677.88078,3400
9988,2723.110419,792
9989,2723.110419,1600
9991,2723.110419,1800
9992,5677.88078,1200
9993,2723.110419,433
9994,2723.110419,1400
9996,2723.110419,1300
9997,5677.88078,1300
10002,5677.88078,1200
10006,2723.110419,144
10007,5677.88078,615
10013,5677.88078,774
10014,2723.110419,497
10016,2723.110419,2500
10021,2723.110419,782
10022,2723.110419,712
10038,2723.110419,2000
10042,2723.110419,6000
10043,2723.110419,2600
10045,2723.110419,4200
10046,5677.88078,16700
10052,2723.110419,906
10057,5677.88078,1300
10058,2723.110419,589
10062,2723.110419,957
10065,5677.88078,1800
10072,2723.110419,3100
10074,2723.110419,1900
10083,2723.110419,1000
10086,2723.110419,896
10102,2723.110419,485
10110,5677.88078,1600
10111,2723.110419,1100
10117,2723.110419,628
10127,2723.110419,1100
10132,2723.110419,1000
10138,2723.110419,913
10139,2723.110419,3600
10142,2723.110419,1500
10144,2723.110419,199
10149,5677.88078,5400
10156,2723.110419,967
10161,2723.110419,669
10180,2723.110419,5700
10183,2723.110419,2100
10192,2723.110419,1100
10203,2723.110419,1500
10204,2723.110419,980
10209,2723.110419,1200
10211,2723.110419,2200
10217,2723.110419,1100
10219,2723.110419,745
10220,5677.88078,3400
10225,5677.88078,5800
10226,5677.88078,5100
10229,2723.110419,1100
10231,5677.88078,6800
10232,2723.110419,1100
10235,5677.88078,1100
10237,2723.110419,1200
10241,5677.88078,811
10242,2723.110419,892
10244,5677.88078,1400
10248,2723.110419,1100
10253,2723.110419,826
10254,2723.110419,19700
10255,5677.88078,971
10257,2723.110419,1400
10263,2723.110419,1100
10267,2723.110419,992
10278,2723.110419,4200
10279,2723.110419,1900
10281,2723.110419,1100
10282,2723.110419,551
10287,2723.110419,959
10288,2723.110419,811
10295,2723.110419,2700
10298,2723.110419,8000
10299,2723.110419,1100
10303,2723.110419,3700
10305,2723.110419,97
10306,5677.88078,1200
10309,5677.88078,543
10312,2723.110419,3000
10322,2723.110419,910
10324,2723.110419,2100
10328,2723.110419,827
10333,5677.88078,908
10337,2723.110419,1200
10340,2723.110419,3800
10343,2723.110419,744
10353,5677.88078,992
10357,2723.110419,1800
10360,2723.110419,86
10361,5677.88078,7600
10363,5677.88078,1900
10364,5677.88078,4400
10366,2723.110419,734
10368,2723.110419,88
10373,2723.110419,1300
10379,2723.110419,42
10385,2723.110419,2100
10386,2723.110419,1000
10387,2723.110419,2400
10389,5677.88078,16400
10397,5677.88078,835
10399,2723.110419,20800
10402,2723.110419,675
10403,2723.110419,2500
10407,2723.110419,1400
10408,2723.110419,908
10410,2723.110419,340
10413,2723.110419,902
10423,2723.110419,63
10424,5677.88078,836
10429,2723.110419,311
10434,2723.110419,538
10436,2723.110419,1000
10437,2723.110419,1100
10442,2723.110419,537
10450,5677.88078,1200
10452,2723.110419,1200
10456,2723.110419,1300
10462,2723.110419,597
10467,2723.110419,57
10472,2723.110419,468
10480,2723.110419,604
10482,2723.110419,563
10483,2723.110419,493
10488,2723.110419,745
10489,5677.88078,1300
10499,2723.110419,1400
10500,2723.110419,2200
10502,2723.110419,1900
10506,5677.88078,3000
10509,5677.88078,15600
10511,2723.110419,937
10512,5677.88078,1400
10515,2723.110419,1000
10524,2723.110419,648
10525,2723.110419,724
10529,5677.88078,18900
10532,2723.110419,4800
10535,2723.110419,562
10536,2723.110419,476
10541,5677.88078,2300
10544,5677.88078,1300
10553,2723.110419,1600
10554,2723.110419,459
10555,2723.110419,2400
10556,2723.110419,1600
10557,5677.88078,3300
10562,2723.110419,2000
10566,2723.110419,1300
10569,2723.110419,1300
10571,2723.110419,2700
10575,2723.110419,941
10582,2723.110419,5800
10585,5677.88078,1600
10588,2723.110419,2800
10591,2723.110419,958
10596,2723.110419,2100
10599,2723.110419,745
10602,2723.110419,3100
10604,2723.110419,1600
10609,5677.88078,53200
10610,2723.110419,6100
10615,2723.110419,993
10617,2723.110419,1600
10623,2723.110419,780
10626,2723.110419,5600
10627,2723.110419,642
10636,2723.110419,813
10637,2723.110419,902
10641,2723.110419,9000
10642,2723.110419,2000
10644,2723.110419,3900
10653,2723.110419,695
10654,5677.88078,594
10658,5677.88078,721
10665,2723.110419,3500
10669,2723.110419,739
10673,2723.110419,706
10677,2723.110419,1200
10681,2723.110419,1200
10699,2723.110419,654
10700,2723.110419,2800
10701,2723.110419,500
10702,5677.88078,1100
10703,5677.88078,737
10705,2723.110419,518
10710,2723.110419,1300
10712,2723.110419,927
10713,2723.110419,15100
10715,2723.110419,1000
10716,2723.110419,1700
10721,2723.110419,429
10723,2723.110419,1200
10725,2723.110419,1100
10730,2723.110419,942
10732,2723.110419,801
10739,2723.110419,491
10741,2723.110419,1200
10743,2723.110419,5300
10746,2723.110419,11900
10754,2723.110419,2000
10760,2723.110419,958
10763,2723.110419,3100
10766,2723.110419,1200
10767,2723.110419,933
10770,5677.88078,1300
10772,2723.110419,1000
10776,2723.110419,1100
10778,2723.110419,1300
10784,2723.110419,833
10785,2723.110419,540
10792,2723.110419,1300
10799,5677.88078,3800
10805,2723.110419,2500
10806,2723.110419,535
10809,2723.110419,595
10810,5677.88078,2900
10813,2723.110419,996
10819,2723.110419,427
10824,2723.110419,758
10825,5677.88078,39500
10826,2723.110419,852
10828,2723.110419,3100
10831,2723.110419,435
10834,2723.110419,1100
10835,2723.110419,2700
10842,2723.110419,1000
10848,2723.110419,966
10850,2723.110419,962
10852,2723.110419,861
10857,2723.110419,1400
10858,2723.110419,549
10861,2723.110419,974
10862,5677.88078,2300
10863,2723.110419,789
10868,2723.110419,49500
10870,5677.88078,727
10871,2723.110419,918
10875,2723.110419,1400
10876,2723.110419,546
10877,2723.110419,835
10881,2723.110419,1900
10882,2723.110419,532
10883,5677.88078,1000
10885,5677.88078,2400
10889,2723.110419,1400
10890,5677.88078,4200
10893,5677.88078,3000
10907,2723.110419,811
10910,2723.110419,1000
10917,2723.110419,3600
10932,2723.110419,14000
10933,2723.110419,1200
10935,2723.110419,1200
10940,5677.88078,5900
10953,2723.110419,801
10958,2723.110419,4400
10959,2723.110419,1200
10962,2723.110419,2900
10963,2723.110419,1700
10970,5677.88078,5200
10972,2723.110419,3800
10975,2723.110419,2900
10978,5677.88078,558
10979,2723.110419,1300
10981,2723.110419,1200
10982,2723.110419,2300
10983,2723.110419,2600
10987,2723.110419,1000
10988,2723.110419,1100
10989,5677.88078,545
10996,2723.110419,1300
11004,2723.110419,828
11008,5677.88078,4400
11011,2723.110419,1000
11013,2723.110419,894
11014,2723.110419,1300
11015,2723.110419,715
11016,2723.110419,936
11019,2723.110419,4900
11022,2723.110419,1100
11029,2723.110419,437
11033,5677.88078,1100
11034,2723.110419,6200
11038,5677.88078,9900
11044,2723.110419,2300
11045,2723.110419,746
11046,2723.110419,1200
11049,2723.110419,2100
11056,2723.110419,812
11061,2723.110419,1000
11064,2723.110419,728
11069,2723.110419,666
11070,2723.110419,1400
11072,2723.110419,641
11074,2723.110419,1200
11079,2723.110419,837
11081,2723.110419,3600
11089,2723.110419,2900
11094,2723.110419,1400
11096,2723.110419,4000
11097,2723.110419,2900
11098,5677.88078,1500
11099,2723.110419,758
11100,2723.110419,592
11110,2723.110419,840
11116,2723.110419,904
11118,2723.110419,838
11124,2723.110419,701
11125,2723.110419,1400
11127,2723.110419,2100
11133,2723.110419,854
11147,5677.88078,8400
11154,2723.110419,1400
11160,2723.110419,1000
11165,2723.110419,2500
11172,5677.88078,1400
11173,2723.110419,1100
11178,2723.110419,3200
11182,2723.110419,971
11185,2723.110419,697
11193,2723.110419,465
11195,2723.110419,3700
11197,5677.88078,1800
11201,2723.110419,878
11202,2723.110419,674
11203,5677.88078,1600
11204,2723.110419,594
11205,5677.88078,784
11207,2723.110419,2900
11214,2723.110419,47400
11216,2723.110419,733
11224,2723.110419,3500
11231,2723.110419,612
11239,2723.110419,710
11243,5677.88078,38400
11248,2723.110419,650
11252,2723.110419,2100
11254,2723.110419,1500
11259,5677.88078,2800
11260,2723.110419,1800
11261,2723.110419,564
11265,2723.110419,987
11270,2723.110419,1500
11273,5677.88078,873
11277,2723.110419,3700
11280,2723.110419,9100
11284,2723.110419,12400
11291,2723.110419,1200
11292,5677.88078,2900
11297,2723.110419,1600
11298,2723.110419,5500
11300,5677.88078,737
11303,5677.88078,560
11305,2723.110419,3300
11306,2723.110419,808
11310,2723.110419,1600
11311,2723.110419,3200
11313,2723.110419,1900
11315,2723.110419,54100
11318,2723.110419,6300
11319,2723.110419,823
11325,5677.88078,2600
11327,5677.88078,1300
11334,2723.110419,645
11337,2723.110419,507
11340,2723.110419,2900
11341,2723.110419,1300
11347,2723.110419,2300
11350,2723.110419,981
11355,2723.110419,726
11357,5677.88078,782
11363,2723.110419,1100
11365,2723.110419,772
11375,2723.110419,1300
11377,5677.88078,2000
11379,5677.88078,1300
11382,5677.88078,468
11383,2723.110419,2200
11389,2723.110419,739
11394,2723.110419,715
11395,2723.110419,783
11396,2723.110419,474
11397,2723.110419,1200
11399,2723.110419,387
11403,2723.110419,10400
11405,5677.88078,600
11411,2723.110419,534
11416,2723.110419,17000
11420,2723.110419,1100
11423,5677.88078,1200
11424,2723.110419,675
11425,2723.110419,1800
11427,2723.110419,581
11429,2723.110419,699
11431,5677.88078,2100
11433,5677.88078,2500
11435,2723.110419,727
11436,2723.110419,1100
11440,2723.110419,690
11444,2723.110419,3100
11448,2723.110419,497
11449,2723.110419,3700
11450,2723.110419,1200
11452,2723.110419,1200
11456,2723.110419,842
11457,2723.110419,1100
11459,5677.88078,1300
11462,2723.110419,639
11465,2723.110419,2500
11467,2723.110419,608
11469,2723.110419,4000
11473,2723.110419,2800
11476,5677.88078,1500
11481,2723.110419,548
11485,5677.88078,471
11487,2723.110419,6100
11488,2723.110419,1200
11495,2723.110419,907
11499,2723.110419,734
11504,2723.110419,435
11506,2723.110419,652
11508,2723.110419,521
11511,2723.110419,1300
11515,2723.110419,1700
11516,2723.110419,1100
11518,2723.110419,860
11521,2723.110419,1200
11522,2723.110419,3000
11523,5677.88078,1100
11528,2723.110419,832
11540,2723.110419,533
11546,2723.110419,623
11547,2723.110419,10000
11548,2723.110419,2100
11549,2723.110419,5000
11554,2723.110419,737
11562,2723.110419,3900
11564,2723.110419,941
11565,2723.110419,796
11566,2723.110419,653
11570,2723.110419,628
11572,2723.110419,715
11573,2723.110419,760
11578,2723.110419,687
11581,2723.110419,841
11587,2723.110419,721
11588,2723.110419,571
11591,2723.110419,661
11596,5677.88078,806
11599,2723.110419,2900
11601,2723.110419,916
11602,2723.110419,5700
11604,5677.88078,3000
11614,2723.110419,7200
11616,2723.110419,924
11619,2723.110419,1200
11621,2723.110419,981
11623,2723.110419,1200
11625,2723.110419,1400
11636,5677.88078,3700
11644,2723.110419,1300
11650,2723.110419,32600
11651,2723.110419,1700
11652,2723.110419,1700
11658,2723.110419,866
11659,5677.88078,24900
11661,2723.110419,889
11666,2723.110419,1500
11669,2723.110419,9300
11671,2723.110419,10400
11682,2723.110419,744
11683,5677.88078,724
11688,5677.88078,15400
11690,2723.110419,2400
11694,5677.88078,1800
11696,5677.88078,1500
11697,2723.110419,723
11700,2723.110419,1000
11702,2723.110419,3800
11704,2723.110419,2000
11709,5677.88078,1800
11713,2723.110419,977
11717,2723.110419,903
11720,2723.110419,1600
11721,2723.110419,1800
11724,2723.110419,925
11739,2723.110419,1100
11746,2723.110419,488
11750,5677.88078,884
11754,2723.110419,1100
11755,2723.110419,10300
11763,2723.110419,544
11765,2723.110419,797
11766,2723.110419,2000
11770,2723.110419,1500
11774,2723.110419,1100
11778,2723.110419,1600
11786,2723.110419,2000
11789,2723.110419,1700
11792,5677.88078,808
11797,2723.110419,1600
11798,2723.110419,1600
11805,5677.88078,356
11810,2723.110419,5300
11811,2723.110419,1100
11812,2723.110419,1200
11813,2723.110419,4400
11817,2723.110419,1100
11822,2723.110419,1600
11823,5677.88078,1300
11824,2723.110419,3400
11827,2723.110419,714
11830,2723.110419,2100
11831,2723.110419,4200
11839,2723.110419,1100
11840,2723.110419,403
11841,2723.110419,8400
11844,5677.88078,10900
11848,2723.110419,642
11851,2723.110419,1000
11852,2723.110419,1200
11862,2723.110419,1400
11864,5677.88078,723
11868,2723.110419,2800
11869,2723.110419,1600
11871,2723.110419,1100
11874,2723.110419,968
11879,2723.110419,1500
11880,2723.110419,1100
11881,2723.110419,1500
11882,2723.110419,603
11893,5677.88078,1600
11898,2723.110419,871
11900,2723.110419,851
11901,2723.110419,638
11906,2723.110419,1100
11907,5677.88078,4100
11912,5677.88078,17500
11919,2723.110419,596
11922,2723.110419,443
11929,2723.110419,13100
11944,2723.110419,916
11946,2723.110419,698
11948,2723.110419,592
11952,2723.110419,552
11957,5677.88078,17000
11969,2723.110419,3400
11973,2723.110419,656
11974,5677.88078,5400
11977,5677.88078,1300
11991,5677.88078,1500
11993,2723.110419,958
11994,2723.110419,1100
12004,2723.110419,1100
12005,2723.110419,3500
12009,2723.110419,2400
12011,5677.88078,1000
12016,2723.110419,1800
12018,2723.110419,612
12021,5677.88078,1400
12023,2723.110419,813
12029,5677.88078,1500
12032,2723.110419,2600
12043,2723.110419,1100
12046,2723.110419,5600
12052,5677.88078,898
12055,2723.110419,1200
12056,2723.110419,1300
12062,2723.110419,4800
12064,2723.110419,775
12070,2723.110419,11000
12071,2723.110419,2600
12076,2723.110419,703
12080,2723.110419,1000
12081,2723.110419,2300
12083,2723.110419,1000
12091,5677.88078,7900
12094,2723.110419,10000
12099,5677.88078,452
12104,5677.88078,1200
12105,2723.110419,10400
12107,2723.110419,1000
12111,2723.110419,779
12113,5677.88078,785
12117,5677.88078,7500
12122,5677.88078,874
12124,2723.110419,5600
12128,2723.110419,1500
12130,2723.110419,1400
12134,2723.110419,730
12137,5677.88078,396
12138,5677.88078,677
12139,2723.110419,1200
12140,5677.88078,10800
12141,2723.110419,4300
12146,2723.110419,1200
12147,2723.110419,2900
12149,2723.110419,1200
12151,2723.110419,16300
12153,2723.110419,8200
12154,2723.110419,948
12161,2723.110419,587
12165,2723.110419,713
12167,2723.110419,1100
12179,5677.88078,9300
12180,5677.88078,3500
12183,2723.110419,3300
12186,5677.88078,748
12199,2723.110419,836
12200,5677.88078,723
12203,2723.110419,719
12206,2723.110419,993
12215,2723.110419,590
12222,2723.110419,780
12223,2723.110419,4000
12227,2723.110419,967
12241,2723.110419,5800
12242,5677.88078,47800
12245,2723.110419,2800
12246,2723.110419,2500
12251,5677.88078,1300
12252,2723.110419,2400
12254,2723.110419,875
12255,2723.110419,858
12258,2723.110419,619
12259,2723.110419,1800
12268,2723.110419,613
12269,2723.110419,1900
12274,2723.110419,2300
12275,2723.110419,1200
12276,5677.88078,864
12278,2723.110419,902
12279,2723.110419,819
12281,5677.88078,1600
12284,2723.110419,1400
12294,2723.110419,1100
12297,2723.110419,1700
12300,2723.110419,2200
12301,5677.88078,478
12308,5677.88078,1000
12317,2723.110419,5500
12321,5677.88078,1900
12327,2723.110419,840
12328,5677.88078,7800
12330,2723.110419,7900
12333,2723.110419,3100
12340,5677.88078,1800
12349,2723.110419,1200
12355,2723.110419,3900
12359,2723.110419,18200
12360,5677.88078,4800
12362,2723.110419,5200
12364,2723.110419,1200
12365,2723.110419,1100
12370,2723.110419,4600
12376,2723.110419,1400
12381,5677.88078,1300
12391,2723.110419,2600
12392,2723.110419,1200
12396,2723.110419,2500
12402,2723.110419,4800
12403,2723.110419,1700
12404,2723.110419,20100
12405,2723.110419,10000
12413,2723.110419,496
12415,2723.110419,5800
12416,2723.110419,1000
12417,2723.110419,7800
12418,2723.110419,2500
12422,2723.110419,6500
12423,2723.110419,910
12425,5677.88078,761
12426,2723.110419,2900
12428,2723.110419,5200
12437,2723.110419,1800
12438,2723.110419,1200
12445,2723.110419,598
12453,2723.110419,3000
12461,2723.110419,2400
12463,5677.88078,7400
12469,2723.110419,1100
12475,2723.110419,1400
12476,2723.110419,1100
12479,5677.88078,1900
12482,2723.110419,3300
12483,2723.110419,1200
12492,2723.110419,563
12494,2723.110419,850
12496,2723.110419,944
12497,2723.110419,1900
12498,2723.110419,1100
12503,2723.110419,833
12504,2723.110419,1400
12507,2723.110419,5100
12513,2723.110419,469
12517,5677.88078,5800
12525,2723.110419,11900
12526,5677.88078,5900
12528,5677.88078,3700
12535,5677.88078,18200
12542,2723.110419,958
12543,2723.110419,1000
12555,2723.110419,459
12560,2723.110419,16100
12565,2723.110419,817
12566,5677.88078,1200
12568,2723.110419,1300
12569,2723.110419,873
12571,2723.110419,458
12573,2723.110419,2200
12578,2723.110419,1500
12586,5677.88078,1100
12587,5677.88078,2100
12591,2723.110419,6000
12597,2723.110419,678
12601,2723.110419,1700
12603,2723.110419,1100
12606,2723.110419,3700
12608,2723.110419,1100
12609,2723.110419,809
12610,2723.110419,2200
12611,5677.88078,11200
12616,2723.110419,2600
12624,5677.88078,3900
12626,2723.110419,671
12627,5677.88078,1100
12628,2723.110419,9500
12634,5677.88078,5900
12636,2723.110419,2800
12638,2723.110419,2000
12644,5677.88078,1300
12651,2723.110419,3600
12655,5677.88078,2200
12660,2723.110419,1100
12662,2723.110419,1500
12666,5677.88078,22100
12667,2723.110419,839
12669,2723.110419,1800
12670,2723.110419,4100
12672,2723.110419,14200
12676,2723.110419,861
12678,2723.110419,636
12683,5677.88078,5300
12687,2723.110419,831
12690,2723.110419,1000
12694,2723.110419,644
12695,2723.110419,6400
12697,2723.110419,1800
12698,5677.88078,3500
12703,2723.110419,1600
12704,5677.88078,1200
12705,2723.110419,767
12708,2723.110419,3900
12709,2723.110419,1700
12711,2723.110419,1800
12712,2723.110419,1700
12721,2723.110419,1600
12722,2723.110419,17800
12724,2723.110419,548
12726,2723.110419,815
12745,2723.110419,1000
12747,2723.110419,4200
12748,2723.110419,2200
12750,2723.110419,687
12752,2723.110419,1100
12764,2723.110419,818
12765,2723.110419,3100
12768,5677.88078,4000
12769,2723.110419,1500
12773,5677.88078,7200
12774,2723.110419,1800
12777,2723.110419,1700
12779,5677.88078,3700
12780,2723.110419,1000
12782,2723.110419,1100
12784,2723.110419,4400
12787,2723.110419,1200
12788,2723.110419,621
12792,2723.110419,699
12793,2723.110419,998
12798,2723.110419,645
12800,5677.88078,1100
12805,5677.88078,1300
12806,2723.110419,9000
12816,2723.110419,577
12818,2723.110419,3400
12821,2723.110419,456
12825,2723.110419,479
12826,2723.110419,1300
12828,2723.110419,4800
12836,2723.110419,3300
12842,5677.88078,14400
12843,2723.110419,1000
12844,2723.110419,1200
12845,2723.110419,4100
12848,2723.110419,970
12870,5677.88078,74100
12874,2723.110419,2100
12876,2723.110419,1400
12878,2723.110419,5500
12880,2723.110419,2300
12883,2723.110419,939
12886,2723.110419,533
12900,2723.110419,514
12904,2723.110419,6400
12906,2723.110419,1400
12907,5677.88078,2000
12912,2723.110419,688
12920,5677.88078,48800
12921,2723.110419,711
12930,2723.110419,991
12934,2723.110419,3800
12938,2723.110419,6800
12956,2723.110419,1900
12961,2723.110419,1200
12966,2723.110419,3500
12967,2723.110419,923
12971,2723.110419,86300
12972,2723.110419,1300
12973,5677.88078,768
12977,2723.110419,1800
12981,2723.110419,1700
12982,2723.110419,1300
12993,2723.110419,1300
12996,2723.110419,3100
12999,2723.110419,3000
13002,2723.110419,4600
13003,2723.110419,3000
13014,2723.110419,900
13016,5677.88078,1900
13020,5677.88078,1200
13023,2723.110419,9600
13027,2723.110419,1300
13029,2723.110419,5400
13031,2723.110419,632
13036,5677.88078,784
13047,5677.88078,2100
13060,2723.110419,3400
13062,2723.110419,990
13064,2723.110419,2600
13072,2723.110419,8800
13078,2723.110419,430
13080,5677.88078,770
13086,2723.110419,838
13087,2723.110419,768
13096,2723.110419,1100
13104,2723.110419,910
13105,2723.110419,2100
13108,2723.110419,438
13114,2723.110419,709
13119,2723.110419,888
13120,2723.110419,3900
13123,2723.110419,1700
13124,2723.110419,997
13125,2723.110419,914
13126,2723.110419,1800
13132,2723.110419,850
13141,2723.110419,441
13150,2723.110419,725
13154,2723.110419,5500
13159,2723.110419,1600
13162,2723.110419,3200
13163,2723.110419,969
13166,2723.110419,1200
13169,2723.110419,803
13171,2723.110419,820
13172,5677.88078,29900
13174,2723.110419,2800
13177,2723.110419,1500
13178,2723.110419,492
13179,5677.88078,1400
13182,5677.88078,438
13187,2723.110419,684
13190,5677.88078,949
13195,5677.88078,1200
13198,5677.88078,419
13207,2723.110419,951
13209,2723.110419,1400
13211,2723.110419,660
13218,2723.110419,1500
13220,2723.110419,1200
13221,2723.110419,784
13222,2723.110419,1200
13223,5677.88078,763
13227,5677.88078,16900
13228,2723.110419,1900
13235,2723.110419,878
13238,2723.110419,1000
13240,2723.110419,2600
13242,2723.110419,742
13247,2723.110419,450
13249,5677.88078,932
13254,2723.110419,1600
13259,2723.110419,458
13261,2723.110419,1200
13264,5677.88078,58800
13266,2723.110419,3000
13268,2723.110419,4400
13269,2723.110419,428
13277,2723.110419,2200
13289,2723.110419,758
13291,2723.110419,2600
13294,2723.110419,2700
13296,2723.110419,2100
13301,2723.110419,3000
13304,2723.110419,1700
13305,2723.110419,1500
13308,2723.110419,3400
13315,5677.88078,5800
13319,2723.110419,1900
13324,5677.88078,5200
13325,2723.110419,1000
13328,2723.110419,1700
13332,5677.88078,1400
13334,5677.88078,13900
13335,2723.110419,4500
13340,2723.110419,4000
13347,2723.110419,833
13348,2723.110419,1300
13351,2723.110419,2100
13354,2723.110419,1100
13355,2723.110419,5100
13357,2723.110419,8400
13358,2723.110419,8400
13364,5677.88078,2800
13365,5677.88078,821
13366,2723.110419,1000
13371,2723.110419,1600
13374,2723.110419,1700
13375,2723.110419,898
13380,5677.88078,1700
13383,2723.110419,1100
13384,2723.110419,1800
13391,2723.110419,6500
13393,2723.110419,1200
13394,2723.110419,3500
13396,2723.110419,659
13397,2723.110419,1300
13400,2723.110419,1400
13401,2723.110419,4900
13403,2723.110419,1400
13407,2723.110419,659
13408,2723.110419,4800
13410,5677.88078,1000
13413,2723.110419,1100
13416,2723.110419,2400
13421,2723.110419,814
13423,2723.110419,800
13425,2723.110419,1700
13428,2723.110419,673
13431,2723.110419,1500
13435,2723.110419,844
13437,2723.110419,3500
13441,5677.88078,1500
13446,2723.110419,488
13450,2723.110419,827
13451,2723.110419,847
13460,2723.110419,37800
13469,2723.110419,1100
13470,2723.110419,740
13471,5677.88078,1500
13472,2723.110419,657
13476,2723.110419,4300
13480,5677.88078,1200
13482,2723.110419,1000
13485,2723.110419,1200
13487,2723.110419,3600
13489,2723.110419,855
13493,2723.110419,2400
13498,2723.110419,2000
13503,2723.110419,1800
13504,2723.110419,1100
13506,2723.110419,1300
13509,2723.110419,372
13510,2723.110419,1300
13514,2723.110419,605
13515,2723.110419,885
13519,2723.110419,519
13529,2723.110419,3600
13530,2723.110419,1500
13533,5677.88078,13300
13534,2723.110419,1300
13541,2723.110419,573
13542,2723.110419,616
13544,5677.88078,1100
13545,2723.110419,1400
13546,2723.110419,908
13550,5677.88078,1300
13551,2723.110419,999
13552,2723.110419,473
13554,2723.110419,1100
13555,2723.110419,2400
13565,2723.110419,545
13566,5677.88078,7400
13568,2723.110419,2600
13570,2723.110419,1200
13577,5677.88078,15900
13585,2723.110419,27100
13592,2723.110419,616
13596,2723.110419,6100
13599,2723.110419,13700
13601,5677.88078,1300
13614,5677.88078,2600
13623,2723.110419,2700
13624,2723.110419,605
13629,2723.110419,1400
13632,2723.110419,15500
13635,2723.110419,970
13637,2723.110419,1200
13643,2723.110419,780
13646,2723.110419,1200
13647,5677.88078,6700
13656,2723.110419,2300
13658,2723.110419,987
13659,2723.110419,868
13673,2723.110419,975
13679,2723.110419,1200
13680,2723.110419,707
13681,2723.110419,580
13682,2723.110419,651
13684,2723.110419,1400
13686,5677.88078,1500
13688,2723.110419,697
13691,2723.110419,826
13697,2723.110419,2900
13699,2723.110419,5000
13703,2723.110419,1600
13705,2723.110419,1100
13709,2723.110419,20000
13719,5677.88078,3200
13722,2723.110419,8100
13725,2723.110419,675
13729,5677.88078,611
13732,2723.110419,1000
13733,5677.88078,6500
13735,5677.88078,9800
13736,2723.110419,3800
13744,2723.110419,1900
13746,2723.110419,1300
13748,2723.110419,1100
13754,2723.110419,2300
13755,2723.110419,1400
13758,2723.110419,1700
13767,5677.88078,6900
13769,2723.110419,3200
13772,2723.110419,690
13774,2723.110419,1400
13775,2723.110419,1200
13777,2723.110419,916
13782,2723.110419,830
13784,5677.88078,2100
13786,2723.110419,6700
13788,2723.110419,6000
13789,2723.110419,1100
13793,2723.110419,1800
13795,5677.88078,2000
13798,5677.88078,11500
13799,2723.110419,1300
13807,2723.110419,1600
13811,2723.110419,1300
13812,2723.110419,1000
13817,2723.110419,6200
13819,2723.110419,1400
13820,2723.110419,664
13825,2723.110419,1300
13834,5677.88078,2800
13840,2723.110419,812
13853,5677.88078,805
13864,2723.110419,1000
13866,2723.110419,1400
13869,2723.110419,1300
13872,5677.88078,1900
13875,5677.88078,625
13885,2723.110419,1300
13889,5677.88078,53900
13898,5677.88078,1600
13903,2723.110419,2200
13906,2723.110419,765
13909,2723.110419,2000
13910,2723.110419,816
13912,2723.110419,673
13918,2723.110419,4800
13922,2723.110419,703
13926,2723.110419,897
13941,2723.110419,1900
13944,2723.110419,1800
13945,2723.110419,947
13956,2723.110419,1000
13962,2723.110419,1400
13979,2723.110419,1100
13983,2723.110419,18300
13984,2723.110419,1200
13987,5677.88078,941
13994,2723.110419,2900
14001,2723.110419,2800
14002,2723.110419,1100
14004,5677.88078,1300
14006,2723.110419,580
14009,2723.110419,1100
14012,2723.110419,894
14013,5677.88078,8100
14014,2723.110419,548
14015,2723.110419,1200
14021,2723.110419,1300
14023,2723.110419,2600
14028,2723.110419,918
14032,2723.110419,709
14039,5677.88078,5100
14044,5677.88078,890
14049,2723.110419,963
14054,2723.110419,895
14056,2723.110419,3300
14057,2723.110419,1100
14059,5677.88078,611
14062,2723.110419,892
14063,2723.110419,2000
14067,2723.110419,1300
14069,5677.88078,3600
14073,2723.110419,8300
14078,5677.88078,719
14081,2723.110419,2300
14085,2723.110419,1800
14087,5677.88078,3100
14088,2723.110419,1400
14089,5677.88078,1200
14092,5677.88078,1900
14097,2723.110419,2100
14098,2723.110419,22500
14099,2723.110419,1500
14112,2723.110419,1400
14118,2723.110419,1900
14125,2723.110419,4400
14126,2723.110419,6400
14128,2723.110419,1500
14130,2723.110419,8200
14133,2723.110419,845
14140,2723.110419,2700
